,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
5340,0,89,0.4078,0.1089,0.3888,0.2126,0.407798961431156,0.1088187001186206,0.3887833567528369,0.2126181665383974,13.057264952551748,13.021780877409595,0.0009007374324974,0.0015409614035367,4.819943390734038e-18,2.1321043438499718e-13,5.218475816596532e-15,2.75115406960273e-16,2.862971724757756e-13,1.874621349501704e-37,9.163233102179808e-15,2.423517984813061e-12,1.7103190344673436e-06,1.0568461873561961e-14,1.7672338140693132e-14,4.5455115931678056e-14,5.448561484311737e-15,3.1017460451620496e-13,7.418311230001211e-08,0.0032814936434798,8.031687224975592e-05,4.2342649025015615e-06,0.004406361979119,2.8852049666638188e-27,0.0001410301107694,0.0373000453048311,0.0002632329443029,0.0001626578012445,0.0002719926228816,0.0006995936874463,8.385809038122834e-05,0.0047738563828957,0.0007100589796429,0.001092842400005
5341,1,89,0.4078,0.1089,0.3888,0.2126,0.407798843503878,0.1087952840137347,0.388778600013421,0.2126232909942635,13.057264952551748,12.998936033648752,0.0009964672626619,0.0028214783288819,4.01212691442435e-18,2.085066011065035e-13,5.274776946482472e-15,2.290069319424263e-16,2.819407837607649e-13,1.560437159008329e-37,9.239962253348976e-15,2.3807451083404305e-12,1.6781346659081607e-06,1.0372917950899711e-14,1.7231805640315222e-14,4.449302880908205e-14,5.331113799756018e-15,3.0348856652006464e-13,6.294857810176563e-08,0.0032713805780417,8.275902424504557e-05,3.5930221173703497e-06,0.0044235319134175,2.4482600493914448e-27,0.0001449711083343,0.0373528860350785,0.0002632922470683,0.0001627467051024,0.0002703597583825,0.0006980768452023,8.364292569780066e-05,0.0047616075313814,0.0007015355922935,0.0011006797383176
5342,2,89,0.4078,0.1089,0.3888,0.2126,0.4077983350693456,0.1087292334994366,0.3887651467638023,0.2126378503765792,13.057264952551748,13.020083987472985,0.0004569280186084,0.0024036955281644,3.613764139254747e-18,2.251507475236849e-13,5.871461575944922e-15,2.6994844149866194e-16,2.951391123230538e-13,1.405501861496807e-37,8.513518262321981e-15,2.5078289853827925e-12,1.7870401772941838e-06,1.1027326043842614e-14,1.900417217672044e-14,4.8022765382105095e-14,5.646319405613796e-15,3.214325274021687e-13,5.343085988379981e-08,0.0033289383535007,8.681176432342484e-05,3.991289081898868e-06,0.0043637426099463,2.078087283348341e-27,0.0001258755646089,0.0370791933195045,0.0002642206011248,0.0001630431566745,0.000280983822312,0.0007100346202707,8.348295278693703e-05,0.0047525006259159,0.0007270485728613,0.0010749686179928
5343,3,89,0.4078,0.1089,0.3888,0.2126,0.4077988533852031,0.1087671100083666,0.388772907638478,0.2126293663140405,13.057264952551748,13.028153966477158,8.617971040442114e-05,0.0021108374392412,4.1372807829812314e-18,2.3156213515642466e-13,5.196880668333168e-15,5.156630527978584e-16,2.932094217788568e-13,1.2016262294654276e-37,7.307098310994231e-15,2.5075712483347306e-12,1.8073129286300345e-06,1.1133329854446751e-14,1.9822246970647783e-14,4.915181239448749e-14,5.677944530936816e-15,3.232328761306106e-13,6.073906859217988e-08,0.0033995440842384,7.629496472120272e-05,7.570405582135382e-06,0.0043045826753064,1.7640972851998508e-27,0.0001072748911185,0.0368134410115149,0.0002653300795806,0.0001634474721827,0.0002910087280887,0.0007215935927624,8.335742252394069e-05,0.0047453544645321,0.0007301353219831,0.0010719054792203
5344,4,89,0.4078,0.1089,0.3888,0.2126,0.4077992115435629,0.1087934211699912,0.3887782983949951,0.212623473932419,13.057264952551748,13.031976851171756,-0.0001443684822655,0.0019826834665972,9.105583942004606e-18,2.357347382905407e-13,4.4799330314444166e-15,7.374726981549729e-16,2.8976325968989175e-13,1.0199801470736934e-37,6.2283192058490245e-15,2.4920314826835974e-12,1.8139023628829336e-06,1.1157548846428698e-14,2.0399968141887012e-14,4.9820085473230595e-14,5.670223907377514e-15,3.227933580364692e-13,1.336894192511002e-07,0.003461089421623,6.577498478650805e-05,1.0827674244489476e-05,0.0042543435055873,1.4975486951572032e-27,9.144502789099744e-05,0.0365883444485695,0.0002663196067561,0.0001638166464715,0.0002995151009534,0.0007314652565258,8.325099697385454e-05,0.0047392958923738,0.0007301100047043,0.0010719574179979
5345,5,89,0.4078,0.1089,0.3888,0.2126,0.4077994156351732,0.1088071289749692,0.3887811104755903,0.2126203936536122,13.057264952551748,13.035322259726833,-0.0003142566810919,0.0018838138570962,1.409871715259623e-17,2.392994771111462e-13,3.867664742441702e-15,9.266139479309105e-16,2.868586699029107e-13,8.658620310723112e-38,5.312940951022585e-15,2.479009690441932e-12,1.8196088742443435e-06,1.1178799301513344e-14,2.0891789010480313e-14,5.0390611193478207e-14,5.6640588442434384e-15,3.2244239457117e-13,2.069982555776537e-07,0.0035134100348647,5.678529799409443e-05,1.3604604499800225e-05,0.0042116771068276,1.2712641019958877e-27,7.800493455861952e-05,0.0363969768261564,0.0002671561240114,0.0001641278372933,0.000306734565582,0.0007398381357427,8.316006964021335e-05,0.0047341195995426,0.0007301178307229,0.0010719636098093
5346,6,89,0.4078,0.1089,0.3888,0.2126,0.4077995675587073,0.1088174481794832,0.3887832270542759,0.2126180758485876,13.057264952551748,13.038257819261316,-0.0004445269449018,0.001788403433516,1.7978777198424586e-17,2.423267812095659e-13,3.3496717276086048e-15,1.0876752734272009e-15,2.84395025077724e-13,7.350345830212379e-38,4.535783932426845e-15,2.4679668605449637e-12,1.8244570045443616e-06,1.1196863266350582e-14,2.130934736127324e-14,5.0875046601275874e-14,5.658862211510754e-15,3.2214656171559623e-13,2.63962182840102e-07,0.0035578118257284,4.917946594804129e-05,1.5969113818274957e-05,0.0041754525783299,1.0791686823631789e-27,6.659381861628304e-05,0.0362343841573144,0.0002678645205412,0.0001643909614168,0.0003128612019772,0.0007469411409214,8.308271498423355e-05,0.004729715969356,0.0007301275757296,0.0010719642749576
5347,7,89,0.4078,0.1089,0.3888,0.2126,0.4077996908190214,0.108826324733622,0.3887850462193657,0.2126160864989756,13.057264952551748,13.040795818445195,-0.0005432180403571,0.0016941848694171,2.093657281865099e-17,2.448940544044432e-13,2.911714875805248e-15,1.2246007829934e-15,2.823019996646792e-13,6.23968798485195e-38,3.875956556819021e-15,2.4585747204494024e-12,1.8285578265882712e-06,1.12121081066986e-14,2.1663628150607102e-14,5.128586041164753e-14,5.654414380629605e-15,3.2189335650014814e-13,3.0738657195091466e-07,0.0035954854945257,4.274921506613268e-05,1.797934360858787e-05,0.0041447014601411,9.16098502042482e-28,5.690601844681647e-05,0.0360963019950852,0.0002684652004879,0.0001646139272704,0.0003180610528243,0.0007529687383909,8.30169802816696e-05,0.0047259738375236,0.0007301334522736,0.0010719673219924
5348,8,89,0.4078,0.1089,0.3888,0.2126,0.4077997917725098,0.1088341283494079,0.388786643988581,0.2126143420196111,13.057264952551748,13.042982908581738,-0.0006158898563271,0.0016017328383084,2.3271785926458544e-17,2.470724919064631e-13,2.5409130545639725e-15,1.340993120720544e-15,2.805248076553795e-13,5.296833779728627e-38,3.315777822586428e-15,2.4505951656599367e-12,1.8320327226843288e-06,1.1225011262211424e-14,2.1964300739578345e-14,5.163442214314511e-14,5.650625870480011e-15,3.216776849617539e-13,3.4167075733119264e-07,0.0036274588332908,3.730507363762524e-05,1.968813809908711e-05,0.0041185976780934,7.776683812305643e-28,4.868145158111985e-05,0.0359790481404883,0.000268974632971,0.0001648029124679,0.0003224745746483,0.0007580841527916,8.296112840944898e-05,0.0047227943134552,0.000730137830936,0.0010719707823044
5349,9,89,0.4078,0.1089,0.3888,0.2126,0.4077998740757248,0.1088410093480877,0.3887880514881303,0.212612807787217,13.057264952551748,13.044868242496351,-0.0006671563982419,0.0015116292965979,2.5131830681623522e-17,2.489214349210568e-13,2.226842689355377e-15,1.4399384945958448e-15,2.7901615114300054e-13,4.496442559063267e-38,2.840206386887363e-15,2.4438188169450724e-12,1.834979352967049e-06,1.1235945313580383e-14,2.2219504527976337e-14,5.1930227255465255e-14,5.6474058171498116e-15,3.214943744181871e-13,3.689786894498068e-07,0.0036545966745261,3.269389753338284e-05,2.114078458341904e-05,0.0040964390970497,6.601554433718795e-28,4.169913619439121e-05,0.035879481911089,0.0002694066681437,0.0001649630872119,0.0003262207104928,0.000762425445183,8.291367324621585e-05,0.0047200927955353,0.0007301415682825,0.0010719739536371
