,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
1800,0,30,0.4078,0.1089,0.3888,0.2126,0.407798961431156,0.1088187001186206,0.3887833567528369,0.2126181665383974,13.057264952551748,13.003131373743482,0.0011469880727595,0.0023592856045733,1.7390315658992446e-18,2.116933641651653e-13,4.5713104198234975e-15,9.491385948958559e-17,2.7150531136887226e-13,6.259051691047682e-38,8.244233620381e-15,2.2666762005582334e-12,1.599320825705787e-06,9.706098292028146e-15,1.951687545427932e-14,4.5312976774050085e-14,4.7398888234915504e-15,2.698314308300382e-13,2.8733673857039582e-08,0.003497767494793,7.553085595348253e-05,1.5682428867680732e-06,0.0044860284426712,1.0341707043823493e-27,0.000136217837959,0.037451841567163,0.0002642526098992,0.0001603719381616,0.0003224734645467,0.0007486973334172,7.831624350211708e-05,0.0044583712463203,0.000679889059608,0.0011233672166062
1801,1,30,0.4078,0.1089,0.3888,0.2126,0.4077983902642498,0.1087471293552309,0.3887687750137481,0.2126339547895141,13.057264952551748,13.076625909353092,-6.859363682604701e-05,-0.0003443611865568,1.5742614859191413e-18,2.244180233669131e-13,4.893505534044549e-15,8.593218190643029e-17,2.883084454761196e-13,5.666017919082291e-38,8.819380374915913e-15,2.415203087732117e-12,1.6966101918502504e-06,1.0296309523206618e-14,2.0679664624087357e-14,4.8051646956404695e-14,5.096819191210697e-15,2.901506905037444e-13,2.4376073244741246e-08,0.003474918381705,7.577168747909635e-05,1.330585280124994e-06,0.0044642061352974,8.773337151223023e-28,0.0001365604532125,0.0373973243289407,0.0002627053680359,0.0001594294196568,0.0003202066645612,0.0007440380624288,7.891982306078894e-05,0.0044927317011751,0.0007071467567179,0.0010949553991326
1802,2,30,0.4078,0.1089,0.3888,0.2126,0.4078001664397603,0.1089191388703078,0.3888039021181655,0.2125957698752245,13.057264952551748,13.078782673530169,-0.0002435526327247,-0.0010621817934277,1.4015061162371868e-18,2.375689043240057e-13,5.226927056648964e-15,1.682856886213338e-16,2.97715078220466e-13,5.044243817946428e-38,7.992405784480978e-15,2.5137252415879978e-12,1.787410116859447e-06,1.08584527109287e-14,2.1936807694723322e-14,5.0790417331170704e-14,5.383409103716284e-15,3.0646562299095843e-13,2.069349074701413e-08,0.0035077477482624,7.717652133583551e-05,2.4847685643286338e-06,0.0043958168608942,7.447917034611936e-28,0.0001180093138598,0.0371156068637047,0.0002639143296331,0.0001603270139867,0.0003239009247198,0.0007499296784386,7.948700700232356e-05,0.0045250202337098,0.000727714589792,0.0010744837254624
1803,3,30,0.4078,0.1089,0.3888,0.2126,0.4078005355535508,0.1089600608863145,0.3888122481749685,0.2125867172980114,13.057264952551748,13.076730062711096,-0.0001538424093522,-0.0012037680781688,2.607338532958228e-18,2.418973995481105e-13,4.612648678499591e-15,4.32023485780266e-16,2.950262925284513e-13,4.305904743774065e-38,6.850376141094497e-15,2.5093613655036706e-12,1.8054207407460496e-06,1.0975523535823307e-14,2.2301226442794335e-14,5.1453917995202337e-14,5.4460898379200445e-15,3.100339093763588e-13,3.900410917854675e-08,0.0035518166822996,6.772885602466036e-05,6.343237450712502e-06,0.0043319236450868,6.322498660169452e-28,0.0001005862539817,0.0368453791203506,0.0002650928344706,0.0001611553600563,0.0003274523621131,0.0007555059773626,7.996580469142284e-05,0.0045522771315701,0.0007301468247837,0.0010720866171577
1804,4,30,0.4078,0.1089,0.3888,0.2126,0.4078005222315494,0.1089641425909524,0.3888130704373918,0.2125858442170794,13.057264952551748,13.073703188345435,-1.6209060593484142e-05,-0.0011722878113807,8.386554563649465e-18,2.445552660210007e-13,3.981791995721401e-15,6.702009255127122e-16,2.913484216273675e-13,3.655524920199561e-38,5.8408586255574536e-15,2.493865327305403e-12,1.8124889118419816e-06,1.1024757516257759e-14,2.2507041635103022e-14,5.178013793199668e-14,5.474108912575817e-15,3.116289633330648e-13,1.2313145786928758e-07,0.0035905622751088,5.84607003560497e-05,9.83989508413796e-06,0.0042775797415365,5.367044467335108e-28,8.575553074995013e-05,0.0366149496982239,0.0002661097598461,0.0001618655736793,0.0003304485564155,0.0007602363788346,8.037090867446765e-05,0.0045753388090584,0.0007301830615769,0.0010720553261894
1805,5,30,0.4078,0.1089,0.3888,0.2126,0.4078004159360364,0.1089581736121527,0.3888118423885913,0.212587195881045,13.057264952551748,13.071388491713744,0.000100868697757,-0.0011187771808735,1.159138009741036e-17,2.467949336072668e-13,3.4557752367050605e-15,8.7281711459168725e-16,2.88215501878339e-13,3.103207602862288e-38,4.9833490492911006e-15,2.480610541443677e-12,1.8184113297401316e-06,1.1066086527458323e-14,2.268068275038605e-14,5.2054740460337113e-14,5.497713421384948e-15,3.129727160336742e-13,1.7017807682314192e-07,0.0036233034218559,5.0735734552168855e-05,1.281420648199789e-05,0.0042314167431391,4.555953625884801e-28,7.316270799680333e-05,0.0364189188640625,0.0002669688513085,0.0001624660141739,0.0003329849370014,0.0007642382137953,8.071431435374007e-05,0.0045948881380074,0.0007301977227622,0.0010720349355818
1806,6,30,0.4078,0.1089,0.3888,0.2126,0.4078003162873849,0.1089517814281826,0.3888105301562567,0.2125886349336882,13.057264952551748,13.069478727527368,0.0001928721957985,-0.0010643119293988,1.381810580350565e-17,2.4868632569223e-13,3.012875198345172e-15,1.0445939020727156e-15,2.85548724301551e-13,2.634263576782393e-38,4.255271038143838e-15,2.4692956059530027e-12,1.8233921437584896e-06,1.1100888294948464e-14,2.2827445006032326e-14,5.228645308505727e-14,5.517620320322017e-15,3.141059719440146e-13,2.0286763891630198e-07,0.003651036433022,4.423289896092014e-05,1.5335987548025277e-05,0.0041922240514268,3.867439138941008e-28,6.247287441077147e-05,0.0362524485258316,0.0002676975153345,0.0001629753766756,0.0003351363737344,0.0007676326578699,8.100579216410104e-05,0.0046114813277537,0.0007301993350038,0.0010720269271125
1807,7,30,0.4078,0.1089,0.3888,0.2126,0.4078002336943817,0.1089461476812713,0.3888093746858782,0.2125899001262251,13.057264952551748,13.06784800113132,0.0002637265915897,-0.0010104463592215,1.5642754597382586e-17,2.5028894690768094e-13,2.637427348472479e-15,1.190239597121098e-15,2.832825475833495e-13,2.2361650810449526e-38,3.6372090072395335e-15,2.4596714704724655e-12,1.827607262720376e-06,1.113035218229358e-14,2.2951845337144385e-14,5.248275561370943e-14,5.534476354565276e-15,3.150655488470498e-13,2.296558168331861e-07,0.0036745646163891,3.872083578892044e-05,1.7474252709288522e-05,0.004158953236454,3.2829788069880958e-28,5.33989202701156e-05,0.0361111501926365,0.0002683163225232,0.0001634079283257,0.0003369626977088,0.000770514555802,8.125325242680186e-05,0.0046255686954631,0.0007301970787796,0.0010720235079594
1808,8,30,0.4078,0.1089,0.3888,0.2126,0.4078001659721006,0.1089412227357506,0.3888083655007522,0.212591003473238,13.057264952551748,13.066443577961047,0.0003172198488302,-0.0009572960892461,1.7234864455391894e-17,2.5164899276644304e-13,2.3183775760962213e-15,1.3137722375781529e-15,2.8135837820677935e-13,1.8982271895337062e-38,3.112570209815623e-15,2.4514995182432668e-12,1.8311848588979856e-06,1.1155360321311692e-14,2.3057431833830928e-14,5.2649369714149096e-14,5.548778688138581e-15,3.1587974919562443e-13,2.530304107488876e-07,0.0036945372079393,3.4036822968289386e-05,1.9287899232702515e-05,0.0041307099449238,2.786846433899028e-28,4.569661227756315e-05,0.0359912276454099,0.0002688419501083,0.0001637753178424,0.0003385133351543,0.0007729617879456,8.146334740538887e-05,0.0046375289398472,0.0007301944379795,0.0010720211873247
1809,9,30,0.4078,0.1089,0.3888,0.2126,0.4078001105340764,0.1089368906083558,0.3888074786326327,0.2125919715491651,13.057264952551748,13.065232024503937,0.0003564245283136,-0.0009051408310181,1.8641651318724367e-17,2.52803610528686e-13,2.047108408699392e-15,1.4185591861205502e-15,2.7972492335662336e-13,1.6113610475839532e-38,2.667237593231879e-15,2.444563497426015e-12,1.8342235043023284e-06,1.1176599580262274e-14,2.314707874819696e-14,5.2790849141267696e-14,5.560920521167981e-15,3.16570957006868e-13,2.7368426770292455e-07,0.0037114936781755,3.0054277712009592e-05,2.082633804316999e-05,0.0041067344034172,2.365692613669211e-28,3.915860000879628e-05,0.0358894477322581,0.0002692884380227,0.0001640873664695,0.000339829942549,0.0007750399705272,8.16417191035718e-05,0.0046476832477503,0.0007301920665259,0.0010720191982612
1810,10,30,0.4078,0.1089,0.3888,0.2126,0.4078000653465156,0.1089330663646197,0.3888066965011567,0.2125928238976489,13.057264952551748,13.064186103809662,0.0003838817969833,-0.0008542826041542,1.9886082634249317e-17,2.5378387433330673e-13,1.816443170783845e-15,1.5074441569465172e-15,2.783382883943291e-13,1.3678481658365588e-38,2.2892232364905416e-15,2.438676780017057e-12,1.8368046337054284e-06,1.1194639436868864e-14,2.3223195618084403e-14,5.291099282216537e-14,5.571228907064044e-15,3.171577907110884e-13,2.9195452657697653e-07,0.0037258897212989,2.666783678484895e-05,2.2131314310469967e-05,0.0040863816524857,2.0081856795576646e-28,3.3608886100449405e-05,0.0358030657862154,0.000269667705355,0.0001643524125441,0.00034094784815,0.0007768047706644,8.179315795522694e-05,0.0046563043280218,0.0007301899876633,0.0010720174308857
1811,11,30,0.4078,0.1089,0.3888,0.2126,0.4078000287517668,0.1089296832355529,0.3888060052740134,0.2125935759174429,13.057264952551748,13.063282525577476,0.0004017214162459,-0.0008049682020157,2.0986886288383078e-17,2.54616113173864e-13,1.620294572480066e-15,1.5828380235122202e-15,2.771611716159394e-13,1.1611363853942052e-38,1.968351125582471e-15,2.433680616578675e-12,1.8389971560051484e-06,1.1209961977764456e-14,2.3287824720787767e-14,5.301301889911992e-14,5.579980693510958e-15,3.176560106371728e-13,3.081161300958374e-07,0.003738111998758,2.378813543027542e-05,2.3238222177011835e-05,0.004069104222402,1.704706666177372e-28,2.8898080599024505e-05,0.0357297525304905,0.0002699898780502,0.0001645775393094,0.0003418970462183,0.0007783034607156,8.19217312024872e-05,0.004663623719798,0.0007301881582847,0.0010720158601947
1812,12,30,0.4078,0.1089,0.3888,0.2126,0.4077999993583612,0.1089266849504906,0.3888053932949234,0.2125942405827987,13.057264952551748,13.062501338726232,0.0004117324313335,-0.0007573827997444,2.19607965424162e-17,2.553226802844599e-13,1.453487546185158e-15,1.646786209761031e-15,2.7616190934182573e-13,9.856638853783999e-39,1.6959835973992985e-15,2.429440277684372e-12,1.840859602170009e-06,1.1222976651946422e-14,2.334270007320081e-14,5.3099660130793366e-14,5.58741091741215e-15,3.180789969183515e-13,3.224147558322107e-07,0.0037484887883434,2.133920012433608e-05,2.417709087657427e-05,0.0040544373879439,1.4470904109653047e-28,2.489937632247502e-05,0.035667531112802,0.0002702635571568,0.0001647687628251,0.0003427030039656,0.0007795761835312,8.203089187553963e-05,0.0046698379964819,0.0007301865420494,0.0010720144654686
1813,13,30,0.4078,0.1089,0.3888,0.2126,0.407799975989793,0.1089240231521942,0.3888048505507697,0.2125948290319008,13.057264952551748,13.061825500370592,0.0004154157861511,-0.0007116599457684,2.2822618620562e-17,2.559225562158812e-13,1.3116235827586193e-15,1.7010243471865708e-15,2.753136267288996e-13,8.367094836645254e-39,1.4647887100334245e-15,2.4258414431006668e-12,1.8424417034488128e-06,1.1234031311117174e-14,2.338929414254593e-14,5.317323753441003e-14,5.5937191864994335e-15,3.184381127831467e-13,3.3506775891681704e-07,0.003757298791746,1.925645701415812e-05,2.497340140281899e-05,0.0040419866554752,1.2284058031068126e-28,2.1505133942665385e-05,0.0356147236800849,0.0002704960472648,0.0001649311920598,0.0003433873431126,0.0007806570241223,8.212357148805619e-05,0.00467511404269,0.0007301851132663,0.001072013223216
1814,14,30,0.4078,0.1089,0.3888,0.2126,0.4077999576514885,0.1089216561982437,0.3888043684226205,0.2125953508452468,13.057264952551748,13.061240398291355,0.0004140293097962,-0.0006678884922284,2.3585470138338892e-17,2.5643185334067625e-13,1.190963916394449e-15,1.7470250074136288e-15,2.745935087671894e-13,7.102655424950208e-39,1.2685428332412013e-15,2.422787070669422e-12,1.84378568652382e-06,1.1243421304284052e-14,2.3428856960393063e-14,5.3235721631430114e-14,5.599074925550189e-15,3.187430032109677e-13,3.462677221569034e-07,0.0037647786210719,1.7485017685978397e-05,2.5648773008129243e-05,0.004031417149719,1.0427692561722658e-28,1.8623984798627047e-05,0.0355699061884794,0.0002706935524597,0.0001650691659504,0.0003439684214404,0.0007815749255186,8.220225881800653e-05,0.0046795935390705,0.000730183847102,0.0010720121159712
1815,15,30,0.4078,0.1089,0.3888,0.2126,0.4077999435020072,0.1089195480569081,0.3888039394567075,0.2125958143011162,13.057264952551748,13.06073349844718,0.0004086250332846,-0.0006261202729425,2.426093167884693e-17,2.568642508986797e-13,1.0883308189813393e-15,1.7860375883843566e-15,2.7398218885264453e-13,6.029301244016887e-39,1.1019631090940212e-15,2.420194801405617e-12,1.8449274184923468e-06,1.1251397479977216e-14,2.3462449874915084e-14,5.328878573093565e-14,5.603621980438988e-15,3.1900185703062405e-13,3.561846632915833e-07,0.0037711291523796,1.597822999710713e-05,2.622154851536289e-05,0.0040224446025482,8.851863819212285e-29,1.617837122531529e-05,0.0355318699978163,0.0002708613420341,0.0001651863694278,0.0003444618252636,0.0007823544641255,8.226906677521399e-05,0.0046833967689258,0.0007301827229476,0.0010720111278381
1816,16,30,0.4078,0.1089,0.3888,0.2126,0.4077999328298189,0.1089176674861336,0.3888035571937624,0.2125962265666089,13.057264952551748,13.060294052986167,0.0004000806299751,-0.0005863773232504,2.485920032003722e-17,2.572313624704728e-13,1.0010236221679404e-15,1.8191221583002188e-15,2.734632276382526e-13,5.1181543880700704e-39,9.60565225835652e-16,2.417994738262573e-12,1.8458973645377973e-06,1.1258172890668241e-14,2.3490974032569632e-14,5.333385075765359e-14,5.607482483689579e-15,3.192216269776889e-13,3.649682883998385e-07,0.0037765209208252,1.4696445313084513e-05,2.670729114202083e-05,0.0040148277034874,7.514175929764018e-29,1.4102458721774258e-05,0.0354995892716707,0.0002710038911244,0.000165285931869,0.0003448807876012,0.0007830165079406,8.232578916284291e-05,0.004686625849519,0.0007301817239061,0.00107201024395
1817,17,30,0.4078,0.1089,0.3888,0.2126,0.4077999250339973,0.1089159873787487,0.3888032160327438,0.2125965938504753,13.057264952551748,13.05991280869511,0.0003891266975896,-0.0005486562889212,2.5389335899978402e-17,2.5754304657399024e-13,9.267464158833037e-16,1.84717804098275e-15,2.730226687381233e-13,4.3447012895049715e-39,8.405427209671824e-16,2.416127545781584e-12,1.8467213915584436e-06,1.1263928424999944e-14,2.351519444924698e-14,5.337212304536141e-14,5.6107600939999055e-15,3.1940821411352113e-13,3.7275160989827787e-07,0.0037810987103701,1.3605957235307376e-05,2.7119204348533316e-05,0.0040083616094482,6.37864025498784e-29,1.2340364224692563e-05,0.0354721933632941,0.0002711250008463,0.0001653705110971,0.0003452365442939,0.0007835787776104,8.2373948890615e-05,0.0046893674767464,0.0007301808331809,0.0010720094537222
1818,18,30,0.4078,0.1089,0.3888,0.2126,0.4077999196068254,0.1089144841029949,0.3888029110940096,0.2125969215558161,13.057264952551748,13.059581830215514,0.0003763689530198,-0.0005129347941451,2.585927609884274e-17,2.5780767428000053e-13,8.635481651015541e-16,1.8709683133493078e-15,2.72648666607685e-13,3.6881331366367315e-39,7.386644931176899e-16,2.4145428785044e-12,1.847421479676202e-06,1.1268817773030747e-14,2.3535760772609613e-14,5.340462722962267e-14,5.613542853244599e-15,3.195666304681265e-13,3.79651163039134e-07,0.0037849854344993,1.2678122309687815e-05,2.7468491130895195e-05,0.004002872430884,5.414707006550606e-29,1.0844651367498772e-05,0.0354489432932377,0.0002712278993045,0.0001654423641734,0.0003455386344218,0.0007840563193609,8.24148388709035e-05,0.0046916952532615,0.0007301800391932,0.0010720087447462
1819,19,30,0.4078,0.1089,0.3888,0.2126,0.4077999161206056,0.1089131371028067,0.3888026381358441,0.2125972143742137,13.057264952551748,13.05929427893077,0.0003623080172706,-0.0004791744317296,2.627604285921205e-17,2.5803235108608426e-13,8.097703466247317e-16,1.891140322414848e-15,2.7233116433710773e-13,3.1307859046089526e-39,6.521878462856902e-16,2.413197994240608e-12,1.8480162886323988e-06,1.1272971405951675e-14,2.3553224471561676e-14,5.3432233117804425e-14,5.615905477608026e-15,3.197011294693135e-13,3.857700411987917e-07,0.0037882854447469,1.1888591507204988e-05,2.776465558378029e-05,0.0039982125561653,4.5964432843896286e-29,9.57505411598825e-06,0.0354292118736084,0.0002713153284235,0.0001655034080667,0.0003457951573394,0.0007844619100996,8.244955677204795e-05,0.0046936716669054,0.0007301793296331,0.0010720081086194
