,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
2880,0,48,0.4078,0.1089,0.3888,0.2126,0.407798961431156,0.1088187001186206,0.3887833567528369,0.2126181665383974,13.057264952551748,13.070353442658558,0.000259378525265,-0.0005903610359913,2.1599295262707414e-17,2.5449911081884105e-13,1.402227826900906e-15,2.317018386721361e-15,2.8412233818641737e-13,8.497015299774163e-37,1.270940498695168e-16,2.4399783164718254e-12,1.8616563413423504e-06,1.1406526519574603e-14,2.2101897960185112e-14,5.225312834632119e-14,5.746441164566397e-15,3.271322386151212e-13,3.137999250414901e-07,0.0036974262783455,2.037191406574813e-05,3.3662218476556905e-05,0.0041277998814825,1.2344674822558572e-26,1.8464539160744215e-06,0.0354486108689708,0.000270466056073,0.0001657168497069,0.000321101861835,0.0007591464239377,8.348572417590256e-05,0.0047526583949856,0.0007348376112663,0.0010675903288899
2881,1,48,0.4078,0.1089,0.3888,0.2126,0.4078000239648602,0.1089207026486804,0.3888041891897457,0.2125955171778722,13.057264952551748,13.04072747520434,0.0005468293987851,0.0003544862937985,1.7901364523858478e-17,2.470460201434308e-13,1.7604705472329935e-15,2.313320243501597e-15,2.8089108074601996e-13,7.042274465565578e-37,1.1612577189107422e-16,2.385773312605056e-12,1.819424164614268e-06,1.1158984495584087e-14,2.1186281301380816e-14,5.066178736648895e-14,5.601976134608943e-15,3.189081648614861e-13,2.663575079535398e-07,0.0036758406052462,2.6194346798744307e-05,3.4420293608513925e-05,0.0041794271442156,1.0478322347780928e-26,1.727855503422841e-06,0.0354983353135362,0.0002707152761489,0.0001660364658985,0.0003152343556776,0.0007538055256492,8.335277513987309e-05,0.0047450898773539,0.0007244213903398,0.0010778791544513
2882,2,48,0.4078,0.1089,0.3888,0.2126,0.4077994984807609,0.1088650022461009,0.3887928243823782,0.2126078526977398,13.057264952551748,13.052208860310532,0.0003520762775031,0.0001300080585507,1.537819190859021e-17,2.505861755839016e-13,2.1477904371260583e-15,2.213874140327056e-15,2.826750459949422e-13,6.049675694475765e-37,1.423989633494186e-16,2.413001839708488e-12,1.841109917303816e-06,1.1284324124330636e-14,2.1702489848367922e-14,5.1523143154200313e-14,5.6617912087584306e-15,3.223133030776125e-13,2.260875144496998e-07,0.0036840745602591,3.1576443080894095e-05,3.254799424185986e-05,0.0041558395763192,8.894128445794485e-27,2.093524900407839e-06,0.0354755351958836,0.0002706767918531,0.0001659001792069,0.0003190662476026,0.0007574843285615,8.323867391759608e-05,0.0047385943679233,0.0007295597587438,0.0010725861237612
2883,3,48,0.4078,0.1089,0.3888,0.2126,0.4077997110069966,0.1088822975293799,0.3887963632620161,0.2126039930592125,13.057264952551748,13.05411838365269,0.0002502588940901,3.650724320643549e-05,1.5110974529839693e-17,2.52154916518254e-13,1.9518512209218263e-15,2.177557067027792e-15,2.81186389467387e-13,5.142799030683123e-37,1.4751178552479423e-16,2.414815956033016e-12,1.8447779906426885e-06,1.1299106374418544e-14,2.2023688748058803e-14,5.189623277252692e-14,5.663755177398674e-15,3.2242510748654214e-13,2.2184381276852693e-07,0.003701879582834,2.8655075551291808e-05,3.1968657039065315e-05,0.0041280898604441,7.550129497049269e-27,2.165616576514787e-06,0.0354518484405335,0.0002708313632237,0.0001658818783678,0.0003233291852519,0.0007618872048156,8.314943822189981e-05,0.0047335143763143,0.0007301803960091,0.0010719758857354
2884,4,48,0.4078,0.1089,0.3888,0.2126,0.4077998138803109,0.108890166262731,0.388797974583113,0.2126022333814355,13.057264952551748,13.05446995608698,0.0001994935475867,2.6306560302129277e-05,1.7216632744876678e-17,2.53222220494112e-13,1.733007565571314e-15,2.150420999658123e-15,2.7956772260913974e-13,4.365454094650057e-37,1.50530945018621e-16,2.41334760129852e-12,1.8457194715605183e-06,1.1298360486129184e-14,2.2268935743010188e-14,5.2150206958332e-14,5.658324139850145e-15,3.221159304810922e-13,2.527687051569574e-07,0.003717721911116,2.544342351189588e-05,3.1571744584472576e-05,0.0041045175496712,6.4092101822593434e-27,2.210043776982623e-06,0.0354319428957677,0.000270982211111,0.0001658786588989,0.0003269448873304,0.0007656514767934,8.307357701022508e-05,0.0047291957646226,0.000730163402541,0.001072000899062
2885,5,48,0.4078,0.1089,0.3888,0.2126,0.4077998525998743,0.108892298513979,0.3887984134216046,0.2126017500915093,13.057264952551748,13.054811166741953,0.000162718664506,2.966909299137862e-05,1.940772961278143e-17,2.541417724273905e-13,1.5446578399642164e-15,2.127907278295825e-15,2.782048872467046e-13,3.7057767722209016e-37,1.5305500476883635e-16,2.4121945973142983e-12,1.846585940334177e-06,1.1298137537845522e-14,2.247800725124922e-14,5.236777956707917e-14,5.653935343712521e-15,3.21866085983566e-13,2.8493685968147977e-07,0.0037312122537844,2.2678075333032437e-05,3.124112040244372e-05,0.0040844976976549,5.440679653027512e-27,2.24709501252764e-06,0.0354149180358899,0.0002711086816792,0.0001658749320251,0.0003300135011078,0.0007688437007339,8.300891520142582e-05,0.0047255147102692,0.0007301655165519,0.0010720010711453
2886,6,48,0.4078,0.1089,0.3888,0.2126,0.4077998769368728,0.1088933143542085,0.3887986236902056,0.2126015163367258,13.057264952551748,13.055138693094158,0.000132279946742,3.3223015871843665e-05,2.1161770138045112e-17,2.549227113432656e-13,1.385424162486713e-15,2.1089346934460218e-15,2.7704867186254974e-13,3.1457915545544924e-37,1.5516466569593367e-16,2.411219820144101e-12,1.847322834329854e-06,1.1297956817073531e-14,2.2655503267470084e-14,5.255251468473042e-14,5.650223780244153e-15,3.216547948502542e-13,3.106873061635796e-07,0.0037426571572462,2.034015576811728e-05,3.09624022237956e-05,0.0040675002599345,4.618505434380271e-27,2.2780557430861203e-06,0.0354004124230604,0.0002712153809763,0.0001658713683095,0.0003326176040111,0.0007715516761127,8.295396812525905e-05,0.0047223866942473,0.0007301683282621,0.0010719993151513
2887,7,48,0.4078,0.1089,0.3888,0.2126,0.4077998968146284,0.1088941172642698,0.3887987900150694,0.2126013311969654,13.057264952551748,13.055428381647475,0.0001066439368943,3.568161911175214e-05,2.2563094697460685e-17,2.5558428087227684e-13,1.2508447583213797e-15,2.092826513411068e-15,2.76066262765355e-13,2.670415244967444e-37,1.5694706485124832e-16,2.4103838169997174e-12,1.847941540216228e-06,1.1297761870597283e-14,2.28060867312269e-14,5.2709132588899467e-14,5.647054356003971e-15,3.214743665091091e-13,3.312604139968271e-07,0.003752364461882,1.836429612352485e-05,3.0725863918574484e-05,0.0040530709869555,3.9205741563940226e-27,2.304220692033993e-06,0.0353880862451213,0.000271305815032,0.0001658682607449,0.0003348279051935,0.0007738499224921,8.290731342110568e-05,0.0047197307446996,0.0007301693018781,0.0010719991582323
2888,8,48,0.4078,0.1089,0.3888,0.2126,0.4077999137405598,0.108894819779051,0.388798935447906,0.2126011694846129,13.057264952551748,13.055678908424037,8.510252804781657e-05,3.723417857078098e-05,2.3726172154144198e-17,2.561455114549882e-13,1.136785780299858e-15,2.079158055187724e-15,2.7523207247301095e-13,2.266872680793699e-37,1.5845647720252741e-16,2.4096717730538952e-12,1.84846478324892e-06,1.1297584420893821e-14,2.29338891225608e-14,5.2842025649356364e-14,5.644358649087027e-15,3.213209058517852e-13,3.4833601781703465e-07,0.0037606027159485,1.6689731038283702e-05,3.052517838322267e-05,0.0040408222395887,3.3281112410203086e-27,2.326380248252694e-06,0.0353776186153608,0.0002713825295916,0.0001658655910679,0.0003367041070978,0.000775800692522,8.286770416148616e-05,0.0047174758767913,0.0007301697590064,0.0010719994128437
2889,9,48,0.4078,0.1089,0.3888,0.2126,0.40779992814029,0.1088954353343808,0.3887990627909035,0.2126010280461849,13.057264952551748,13.055894836897298,6.706092543580394e-05,3.807939577880192e-05,2.470249219255768e-17,2.566218630778363e-13,1.0400390015420482e-15,2.0675656229628328e-15,2.7452391333847565e-13,1.92431132647004e-37,1.597349206416453e-16,2.409066849544472e-12,1.8489084555578253e-06,1.1297430740500311e-14,2.3042372525875765e-14,5.2954822341785474e-14,5.642069360006701e-15,3.211905816667397e-13,3.626697929175703e-07,0.0037675954804511,1.5269339076204237e-05,3.0354977565758696e-05,0.0040304245428071,2.8251788719928558e-27,2.3451492318764247e-06,0.035368729949932,0.0002714476100118,0.000165863299752,0.0003382967356956,0.0007774565538965,8.283407643527869e-05,0.0047155615244054,0.0007301701033479,0.0010719996918189
