,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
1380,0,23,0.4078,0.1089,0.3888,0.2126,0.407798961431156,0.1088187001186206,0.3887833567528369,0.2126181665383974,13.057264952551748,13.105731846739408,-0.0002077628428018,-0.0021427350171827,2.81041637578e-16,2.706502617023306e-13,4.4333455601341693e-16,2.0001432002346944e-15,2.816919484512855e-13,1.0527133901621983e-36,1.9107002321054263e-16,2.529163199965419e-12,1.945229737886578e-06,1.1907524526602531e-14,2.4275592692144286e-14,5.577509010086645e-14,6.0382920006258856e-15,3.4374666389289906e-13,3.914004480093086e-06,0.0037692860957205,6.174221917330683e-06,2.7855550209614703e-05,0.0039230612152211,1.4660905625435227e-26,2.6609897853658675e-06,0.0352230942747898,0.0002709078261325,0.000165833449967,0.0003380807889279,0.0007767672947457,8.40939518650529e-05,0.0047872834576707,0.0007530455583537,0.0010487498274317
1381,1,23,0.4078,0.1089,0.3888,0.2126,0.4078008837676196,0.1090120527991951,0.3888228273698679,0.2125752877892426,13.057264952551748,13.04753359478672,0.0005313860251332,-0.0004053733054817,5.67481177516014e-16,2.579997600007484e-13,3.5756804617698113e-16,1.7589141967448797e-15,2.680479718707239e-13,8.4905702212963e-37,2.258489996440567e-16,2.403597864092336e-12,1.855826059858447e-06,1.1372859694178856e-14,2.2958576808181136e-14,5.301626310500722e-14,5.722315381736573e-15,3.257588109371086e-13,8.320925946175723e-06,0.0037830274943995,5.242988403564164e-06,2.579080215639096e-05,0.0039303635298035,1.2449647468742291e-26,3.311603759761765e-06,0.0352437413326084,0.0002721181217086,0.0001667592284306,0.0003366395662437,0.0007773727424241,8.390580061265303e-05,0.0047765724212861,0.0007308374682027,0.0010716204682284
1382,2,23,0.4078,0.1089,0.3888,0.2126,0.4077997715073332,0.1089028680932635,0.3888005331898265,0.2125995169920921,13.057264952551748,13.070255877864176,0.0002966512884125,-0.000983143888001,8.21004374359961e-16,2.5835327204082136e-13,3.031815649809285e-16,1.6175402182040341e-15,2.682221028822064e-13,7.19913336668161e-37,2.864987789149264e-16,2.401490120038177e-12,1.850408771898194e-06,1.1331256215731182e-14,2.301853167568969e-14,5.2979944562290974e-14,5.702702185018729e-15,3.246422748472162e-13,1.2050498223651967e-05,0.0037920451376762,4.450023683606903e-06,2.3741853435737165e-05,0.0039368973847989,1.0566709089054635e-26,4.20515789466315e-06,0.0352484753180494,0.0002715984020934,0.0001663173634194,0.0003378602888507,0.0007776264631169,8.37028458029317e-05,0.0047650186509889,0.0007302895740439,0.001071900892322
1383,3,23,0.4078,0.1089,0.3888,0.2126,0.4078001337184425,0.1089388224622005,0.3888078738066712,0.2125915407642253,13.057264952551748,13.070057630586312,0.0002851610186635,-0.0011188342636386,7.167996566566439e-16,2.585141982650638e-13,3.0037578590437566e-16,1.6738187213664058e-15,2.6854262232301224e-13,6.110199906202915e-37,2.697752742326831e-16,2.4017911402102555e-12,1.850080339895291e-06,1.1322763656140184e-14,2.311279905248972e-14,5.3062390518511314e-14,5.690879125375301e-15,3.239692141027188e-13,1.0522857669404136e-05,0.0037950745213127,4.409616568665886e-06,2.457221624725155e-05,0.0039422951261641,8.969976945089243e-27,3.960390866697665e-06,0.0352590937863336,0.0002715979550616,0.0001662219411956,0.0003393035871491,0.0007789735637277,8.35440007455148e-05,0.004755975951736,0.0007302220922695,0.0010719903494161
1384,4,23,0.4078,0.1089,0.3888,0.2126,0.407800188528272,0.1089458647664171,0.3888093083140185,0.2125899880856453,13.057264952551748,13.068161004704228,0.0003368623450004,-0.0010890693645821,6.12088061702324e-16,2.586078546996524e-13,3.3677587191477834e-16,1.7231084149217024e-15,2.68826338614661e-13,5.1863691036674206e-37,2.541758323024557e-16,2.402199066085773e-12,1.850144267747344e-06,1.1317976668497656e-14,2.3192465779102265e-14,5.313790234586144e-14,5.681127711830695e-15,3.234140876077014e-13,8.986479786096291e-06,0.0037967972326086,4.944434885709223e-06,2.529812278462138e-05,0.0039468217223713,7.614460080093513e-27,3.731727707198877e-06,0.0352683130096037,0.0002716322226124,0.0001661668882547,0.000340504312948,0.0007801535680643,8.34084873385861e-05,0.004748261471956,0.0007301853330482,0.0010720345888289
1385,5,23,0.4078,0.1089,0.3888,0.2126,0.4078001424057844,0.108942740285641,0.3888086674248049,0.2125906899508518,13.057264952551748,13.066643507665033,0.0003848304437491,-0.0010327869776056,5.239649988052895e-16,2.5871604748208536e-13,3.623663637966789e-16,1.7660604340870328e-15,2.6908981174130085e-13,4.4026479015974345e-37,2.408476115416252e-16,2.402742388171855e-12,1.850341888401768e-06,1.1314787462119075e-14,2.326204294386177e-14,5.3206281458500286e-14,5.673326837109383e-15,3.2297000099171497e-13,7.692594574138708e-06,0.0037983408579603,5.320083460438514e-06,2.5928424501323426e-05,0.0039506433263233,6.46374957046648e-27,3.5360053323482982e-06,0.0352758735801978,0.0002716580306599,0.000166118104906,0.0003415217919925,0.0007811482694283,8.329297442381486e-05,0.0047416855761422,0.0007301892986499,0.0010720277594297
1386,6,23,0.4078,0.1089,0.3888,0.2126,0.4078000897173508,0.1089384315891823,0.3888077858519225,0.2125916513321183,13.057264952551748,13.065402292415934,0.0004198344684286,-0.0009755024469092,4.4894910998858e-16,2.588062982344884e-13,3.855087551181462e-16,1.8025993121975597e-15,2.693129269168679e-13,3.737346349575392e-37,2.294991253029424e-16,2.4031971985398805e-12,1.8505028234420829e-06,1.1312039223035092e-14,2.3321006057730132e-14,5.3264117853374886e-14,5.6666978071197465e-15,3.225926249149451e-13,6.591185285799301e-06,0.0037996294609477,5.659794345810981e-06,2.6464616586481385e-05,0.0039538811007268,5.4869342023757315e-27,3.369360188362398e-06,0.0352822127526413,0.0002716790547031,0.0001660761650275,0.0003423841779773,0.0007819899005128,8.319485298938325e-05,0.0047360997389984,0.0007301917282862,0.0010720210527636
1387,7,23,0.4078,0.1089,0.3888,0.2126,0.4078000456715792,0.1089344900134539,0.3888069802382405,0.2125925283261954,13.057264952551748,13.064343020546092,0.0004432768940098,-0.0009199613835903,3.851781839365654e-16,2.58880124685372e-13,4.058401827239208e-16,1.833489119067083e-15,2.69500319968844e-13,3.1725557950862852e-37,2.1987654714934708e-16,2.4035662805522337e-12,1.850626912698632e-06,1.1309630143521798e-14,2.3370883043910347e-14,5.3312835235957394e-14,5.661031327935247e-15,3.222700447360323e-13,5.654935224804303e-06,0.0038007093785097,5.958281233561442e-06,2.691809306992163e-05,0.003956628168585,4.657739785502773e-27,3.2280842566825105e-06,0.0352875946558934,0.0002716969899394,0.0001660406236523,0.0003431160830789,0.0007827043235648,8.311157485059918e-05,0.0047313588979826,0.000730190577478,0.001072018247555
1388,8,23,0.4078,0.1089,0.3888,0.2126,0.4078000102439062,0.1089310055397935,0.3888062687653278,0.2125933015257342,13.057264952551748,13.063427383497793,0.0004573258980332,-0.0008662969015541,3.310632375680433e-16,2.589422666622851e-13,4.2295664715360687e-16,1.859633042787464e-15,2.6965890066145854e-13,2.6931133771229807e-37,2.117229772774712e-16,2.403876428074359e-12,1.850730593513233e-06,1.1307575096441298e-14,2.3413195210801254e-14,5.335413612451511e-14,5.65621305580566e-15,3.2199575111622996e-13,4.860458740583284e-06,0.0038016247667682,6.209579014713248e-06,2.730194310757956e-05,0.0039589595339068,3.953856836952131e-27,3.108381356534932e-06,0.0352921764492644,0.000271712430404,0.0001660105864246,0.0003437375594562,0.0007833113068598,8.304090296356606e-05,0.0047273357031129,0.0007301888096448,0.0010720165150879
1389,9,23,0.4078,0.1089,0.3888,0.2126,0.4077999819769826,0.1089279150728679,0.3888056383841324,0.2125939854172815,13.057264952551748,13.062634085716187,0.0004637857181102,-0.0008146032920363,2.8516393000269555e-16,2.5899504029182193e-13,4.371995535741323e-16,1.8817702794764324e-15,2.6979342002534535e-13,2.2861260456492666e-37,2.0481488655823382e-16,2.4041399905069472e-12,1.8508195181297144e-06,1.1305836203932522e-14,2.3449121280996742e-14,5.3389218488697825e-14,5.652122819584101e-15,3.2176290297712934e-13,4.186598332954766e-06,0.0038024030736252,6.418690197405854e-06,2.7626973421867867e-05,0.0039609381260442,3.3563471689947686e-27,3.006963968482677e-06,0.0352960785620787,0.000271725737162,0.0001659852106947,0.000344265321576,0.0007838270889324,8.298092950922201e-05,0.0047239215464522,0.0007301871508112,0.0010720150715773
