,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
43920,0,732,0.4078,0.1089,0.3888,0.2126,0.4078007985453967,0.1088319544088504,0.3887898497280089,0.2126167614749713,13.057264952551748,15.049412398023666,-0.0554583998252688,-0.0478021931100738,1.1711757422611376e-14,2.5334817077723205e-13,9.154441047106957e-19,3.617704616104329e-18,2.876504856065124e-13,2.074898427824748e-39,8.370083319409175e-15,2.3321623197641925e-12,1.5255208450177989e-06,9.301816294448772e-15,1.7973350875436753e-14,4.2629486634004255e-14,5.205637793277483e-15,2.963454938397232e-13,0.0001802678551027,0.0038995455329404,1.4090553558092152e-08,5.5683859220093904e-08,0.004427528182871,3.1936922499605047e-29,0.0001288326689646,0.0358967389747808,0.000234808800014,0.0001431739414891,0.0002766465607517,0.0006561548230847,8.012539242184058e-05,0.0045613621095604,0.0007107458623907,0.0010939829738019
43921,1,732,0.4078,0.1089,0.3888,0.2126,0.4077602844814615,0.1124518070601934,0.3893298442111269,0.2117238648694922,13.057264952551748,15.09679478151508,-0.0682704112498183,-0.0765638459899348,1.2117039312805856e-14,2.620413471726601e-13,8.056988204332544e-19,3.205266526026004e-18,2.975201174606681e-13,1.8261554225045013e-39,8.659676810613231e-15,2.4176274543981337e-12,1.577902031631061e-06,9.621484292858316e-15,1.85826774304903e-14,4.408936113495944e-14,5.425479141603477e-15,3.0886057758607773e-13,0.0001800684089697,0.0038941334802648,1.1973296525573636e-08,4.763269547666403e-08,0.004421374958405,2.713805682832316e-29,0.000128689375781,0.0359277805375347,0.0002344882285276,0.00014298256561,0.0002761527030593,0.0006552013992128,8.062674154195887e-05,0.0045899028107171,0.0007270129548199,0.001080396478837
43922,2,732,0.4078,0.1089,0.3888,0.2126,0.4077405320395247,0.1137858612039791,0.3895287896011316,0.21139781081377,13.057264952551748,15.10517399552839,-0.0648618956934583,-0.0945682418074325,1.2310308943268918e-14,2.661548364679909e-13,6.918832738403997e-19,2.781582191042359e-18,2.974985688274062e-13,1.5681869126279463e-39,8.662190419718575e-15,2.4403196734844214e-12,1.5987574375372772e-06,9.756078692298561e-15,1.892630724634111e-14,4.477888518795527e-14,5.511509670855763e-15,3.137581106688861e-13,0.0001806917409736,0.0039066427468768,1.0155520279104424e-08,4.082829454813961e-08,0.0043667085593277,2.3017977298385214e-29,0.0001271443540305,0.0358192154996635,0.0002346669433266,0.0001432005350819,0.0002778019175878,0.0006572681826646,8.089839711463265e-05,0.0046053675732505,0.0007320865910968,0.0010745627854207
43923,3,732,0.4078,0.1089,0.3888,0.2126,0.4077304710124801,0.1141745167441915,0.389586692713245,0.2113055108495464,13.057264952551748,14.78500833758036,-0.0478274575363481,-0.0987897077897579,1.0583946689237828e-14,2.655824875313844e-13,8.992965660051812e-18,3.025970444971987e-16,2.9354522115107405e-13,1.3304613857778042e-39,7.381805023309638e-15,2.434866202477533e-12,1.6345552357282087e-06,9.971694480241276e-15,1.965408521045778e-14,4.6082660057312094e-14,5.5288344499328446e-15,3.147443676429613e-13,0.0001553970596021,0.0038993712700918,1.320377418469085e-07,4.442831425726631e-06,0.0043099295155671,1.9534280862760218e-29,0.0001083821403168,0.0357495232637904,0.000239990888888,0.0001464077670625,0.0002885678793129,0.0006766010904828,8.117620409220173e-05,0.0046211825034779,0.0007320797316071,0.0010748640467147
43924,4,732,0.4078,0.1089,0.3888,0.2126,0.4077313846319292,0.1136314379350869,0.3895056107578122,0.2114426971334831,13.057264952551748,14.52064510617752,-0.0302863522302258,-0.0963951030474206,8.987355562190392e-15,2.6494427557264125e-13,3.2993657722830843e-16,6.246119238107163e-16,2.90391044125123e-13,1.1297605026099488e-39,6.283941161106421e-15,2.4318108617544938e-12,1.6670479552805745e-06,1.01698462874516e-14,2.026635991433128e-14,4.722033560998337e-14,5.547901488409513e-15,3.1582981214713454e-13,0.0001318290508197,0.0038862769061679,4.839602206203981e-06,9.161982796481212e-06,0.0042595372408113,1.6571643759066398e-29,9.217461053401908e-05,0.0356704834319535,0.0002445272673311,0.0001491741562665,0.0002972726485104,0.0006926411200466,8.137817428023355e-05,0.0046326802214311,0.0007323125864236,0.0010741766307512
43925,5,732,0.4078,0.1089,0.3888,0.2126,0.4077363499832439,0.1128768196409249,0.3893929943125352,0.2116310108670071,13.057264952551748,14.309407330519145,-0.0163082418059122,-0.0910136152902776,7.629089037599994e-15,2.642218863657633e-13,7.239252544836326e-16,8.856887435895905e-16,2.876209394763392e-13,9.59018854620862e-40,5.3513188643170355e-15,2.428366202948962e-12,1.6936847405340787e-06,1.0332021021167258e-14,2.0778154433398542e-14,4.8162568042101177e-14,5.562728562706009e-15,3.1667388482930777e-13,0.0001118287349731,0.0038730180181253,1.061144325686101e-05,1.2982605300246436e-05,0.0042160060860361,1.4057492945632824e-29,7.844071763814121e-05,0.0355954844921832,0.0002482637455714,0.000151448860384,0.0003045704033485,0.0007059766940276,8.153960388987839e-05,0.0046418700535497,0.0007323391661163,0.0010734776080665
43926,6,732,0.4078,0.1089,0.3888,0.2126,0.4077423802068222,0.1121748185730563,0.3892882487728581,0.2118053123970797,13.057264952551748,14.133983404064152,-0.0061986549319297,-0.084287751628636,6.472488985155552e-15,2.633937203341872e-13,1.0947762341462676e-15,1.0894256080712736e-15,2.851040822821648e-13,8.136278046459825e-40,4.5593179270093704e-15,2.424180924446309e-12,1.7154310944380603e-06,1.046432138431462e-14,2.1202116756630366e-14,4.89377841274097e-14,5.572465666019016e-15,3.1722819667435904e-13,9.48699513756254e-05,0.0038606708328216,1.6046588621293825e-05,1.59681622791667e-05,0.0041788885983637,1.1925679663828141e-29,6.682781091376406e-05,0.0355322236863432,0.0002514378392776,0.0001533798919064,0.0003107682053032,0.0007173013675644,8.167793687869223e-05,0.0046497450459161,0.0007321029692436,0.0010730736391114
43927,7,732,0.4078,0.1089,0.3888,0.2126,0.4077484331871489,0.1115849729819038,0.3892002508783763,0.211951150401721,13.057264952551748,13.984574836726232,0.0007408316849781,-0.0770279485009052,5.4903813957978536e-15,2.626196633805152e-13,1.3737194130839857e-15,1.2518698514760865e-15,2.828974800628558e-13,6.901714237369203e-40,3.888158184314637e-15,2.420229706879291e-12,1.733812156130464e-06,1.0576226345596681e-14,2.1558794344846822e-14,4.959140712654033e-14,5.579627851288303e-15,3.176359241065935e-13,8.049126950595893e-05,0.0038501132396565,2.013929662313424e-05,1.835293148826932e-05,0.0041473944465358,1.0118199459847727e-29,5.7002012380232846e-05,0.0354815717814882,0.0002541840565732,0.0001550518668504,0.0003160608709556,0.000727030606518,8.179965957642497e-05,0.0046566744509964,0.0007317938195353,0.0010728401053539
43928,8,732,0.4078,0.1089,0.3888,0.2126,0.4077541659018258,0.1111034880847251,0.3891284294838497,0.2120697017873207,13.057264952551748,13.856003222850092,0.0052965957479848,-0.0696891669487103,4.657544849520676e-15,2.619647480397438e-13,1.5531154511136773e-15,1.3841810223647989e-15,2.8100799234703613e-13,5.8547922208928855e-40,3.319765460091457e-15,2.416925722500661e-12,1.7496899066556532e-06,1.0673027264280554e-14,2.1862203927976916e-14,5.0151448820714866e-14,5.585601205879162e-15,3.179759740267769e-13,6.829833515540023e-05,0.0038414565481552,2.277491748170829e-05,2.029765948275112e-05,0.0041207070812509,8.585479566749514e-30,4.868111018920054e-05,0.0354418493808055,0.0002565748941206,0.0001565094951889,0.0003205878159739,0.0007354218951726,8.190737298918439e-05,0.0046628063383394,0.0007315067689804,0.0010726830570705
43929,9,732,0.4078,0.1089,0.3888,0.2126,0.4077594652662444,0.1107128308832417,0.3890701650334827,0.212165484622484,13.057264952551748,13.745026104430314,0.0081201262495276,-0.0625481173607298,3.951458886180295e-15,2.614308555207191e-13,1.650270221671388e-15,1.4930807559427113e-15,2.7940466541042965e-13,4.96720156641637e-40,2.8383625148073386e-15,2.4142890960876365e-12,1.763504568653648e-06,1.0757378438038542e-14,2.2121453216997427e-14,5.0634111566638914e-14,5.590863719936778e-15,3.18275557361065e-13,5.795700620678516e-05,0.0038344697876142,2.4204913738259688e-05,2.1899377706304328e-05,0.0040980960181643,7.285515054249121e-30,4.1630951662717325e-05,0.035410963939492,0.0002586574937894,0.0001577810795609,0.0003244607215538,0.0007426627994551,8.200255466427543e-05,0.004668224821459,0.0007312651726124,0.0010725643710005
