,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
3360,0,56,0.4078,0.1089,0.3888,0.2126,0.4078007985453967,0.1088319544088504,0.3887898497280089,0.2126167614749713,13.057264952551748,13.238760192508773,-0.0049111471442484,-0.0038301559473607,1.0976599618421372e-18,2.4119219615045664e-13,9.463578385489346e-15,2.0127787811667527e-15,3.040243646988363e-13,4.397193054610898e-38,1.4020747132826282e-16,2.4995841733506937e-12,1.8774937587227968e-06,1.1618896132961428e-14,1.9197358298027755e-14,4.972344819584272e-14,6.044115273115457e-15,3.440781699696203e-13,1.5582256676430115e-08,0.0034239371384749,0.0001343438884595,2.8573179938509177e-05,0.0043158954970675,6.242205529458578e-28,1.990369405953073e-06,0.0354838142297974,0.000266526890602,0.000164940535443,0.0002725235272381,0.0007058684470229,8.580157684676618e-05,0.0048844947867325,0.0007449216153278,0.0010574823002907
3361,1,56,0.4078,0.1089,0.3888,0.2126,0.407796723546165,0.1092028525733644,0.3888451797641805,0.2125252257134744,13.057264952551748,13.183639655768976,-0.0046740073966022,-0.0052001725288332,8.919649960001747e-19,2.316529271525437e-13,9.146330315087787e-15,1.932779029237975e-15,2.923017847537833e-13,3.573185198168143e-38,1.3494026450523998e-16,2.3948715545741654e-12,1.8040830958818905e-06,1.1164384718366172e-14,1.8430561882811068e-14,4.775741721874082e-14,5.7539215300536425e-15,3.2755807934635163e-13,1.3229065170149285e-08,0.0034357308306638,0.0001356526310167,2.866576555383058e-05,0.004335236623517,5.299524033613377e-28,2.0013493149313493e-06,0.035519231881374,0.0002675702823957,0.0001655831473997,0.0002733505268661,0.0007083080397393,8.533855298537983e-05,0.0048581358581418,0.0007259776581165,0.0010767245003218
3362,2,56,0.4078,0.1089,0.3888,0.2126,0.407795953487723,0.109233294938743,0.3888497153985226,0.2125179848566026,13.057264952551748,13.198909672633016,-0.004495515063869,-0.0064822218546085,7.640579431934676e-19,2.359752261385015e-13,9.36779555938382e-15,1.7676147270132958e-15,2.918063806172795e-13,3.060793322088754e-38,2.235652107707663e-16,2.415001534890032e-12,1.8209939158072292e-06,1.1245347701958746e-14,1.927067010809271e-14,4.884987120765317e-14,5.778702833714429e-15,3.289688243814436e-13,1.122828867089902e-08,0.0034677971505531,0.0001376653612304,2.5976156115704572e-05,0.0042882693737684,4.498018938031028e-28,3.2854245488406934e-06,0.0354898926396519,0.0002676059523597,0.0001652571134519,0.0002831940283886,0.0007178780880979,8.492149599164395e-05,0.0048343937220816,0.0007298835192071,0.0010726075061186
3363,3,56,0.4078,0.1089,0.3888,0.2126,0.4077952241213256,0.1092634788089166,0.3888542129673301,0.2125107841447434,13.057264952551748,13.181315369271989,-0.0034604930944903,-0.0069044035891245,1.285593719584695e-18,2.3958382607395505e-13,8.17814124556674e-15,1.7878256855269402e-15,2.8885912341515294e-13,2.600807765987482e-38,2.1830624544474048e-16,2.4156667726478838e-12,1.826794285626936e-06,1.1260257288482232e-14,1.995057311389816e-14,4.960320731643285e-14,5.761114753584338e-15,3.279675737184461e-13,1.8873572708068193e-08,0.0035172875319776,0.0001200618368491,2.624675086001896e-05,0.004240689406857,3.8181996165110646e-28,3.2049151557443103e-06,0.035463974175887,0.0002681884194611,0.0001653098342098,0.000292890814957,0.0007282158628952,8.457790087557677e-05,0.0048148336089129,0.000730324656953,0.0010721766374178
3364,4,56,0.4078,0.1089,0.3888,0.2126,0.4077951807253879,0.1092352828728712,0.3888500021079086,0.2125179634271339,13.057264952551748,13.163712261111035,-0.0022931435003303,-0.0068295564925238,3.5667952083330354e-18,2.4257155244279706e-13,7.0362945246613394e-15,1.8254051626773003e-15,2.86102396776457e-13,2.2077287298231515e-38,2.094345039508544e-16,2.4141572377123987e-12,1.830455086515342e-06,1.1265389286952476e-14,2.0509608043061863e-14,5.0204233745827696e-14,5.741236754681192e-15,3.2683596302338257e-13,5.2362589982331024e-08,0.0035610888767168,0.0001032968207225,2.6797989932659376e-05,0.0042001465237888,3.2410718171230787e-28,3.0746180865374737e-06,0.0354412065194265,0.0002687212569766,0.0001653823462712,0.0003010927552405,0.0007370268135564,8.428463329604333e-05,0.0047981385315496,0.0007303223337844,0.0010721548809277
3365,5,56,0.4078,0.1089,0.3888,0.2126,0.4077954607150132,0.1091875128379997,0.3888428726341832,0.2125299058121947,13.057264952551748,13.149009996513136,-0.0013150538926287,-0.0065108870102645,5.1658646609102435e-18,2.4510669604573373e-13,6.071889443883674e-15,1.8572974959991327e-15,2.8376521431044454e-13,1.874088256647363e-38,2.018627793436058e-16,2.41289666093958e-12,1.8335678264217829e-06,1.1269780043621891e-14,2.0984186647477972e-14,5.0714547448192997e-14,5.724446450756141e-15,3.258801280025876e-13,7.583486065394621e-08,0.0035981647526751,8.9135298755959e-05,2.7265115531927135e-05,0.0041656715570783,2.751160379238574e-28,2.9633443281193647e-06,0.0354213077704755,0.0002691676413213,0.0001654402999899,0.00030804772769,0.0007444892368093,8.403483780730265e-05,0.0047839182245653,0.0007303221733406,0.001072112490032
3366,6,56,0.4078,0.1089,0.3888,0.2126,0.4077958481094498,0.1091400694972789,0.3888357933517951,0.2125416982206564,13.057264952551748,13.13650532569869,-0.0005807877339574,-0.006072433461272,6.377661701607602e-18,2.4724772856093653e-13,5.255296942516903e-15,1.8835056017695883e-15,2.817728099198863e-13,1.590825527682891e-38,1.9554822467602483e-16,2.4117628260329695e-12,1.8361642110264543e-06,1.1273225213567472e-14,2.138644547840412e-14,5.114639321013103e-14,5.710049690104952e-15,3.2506055212844996e-13,9.362324800271633e-08,0.0036295646417454,7.714707866256925e-05,2.7649618358485536e-05,0.0041363883658021,2.3353112766982443e-28,2.87062261874435e-06,0.0354043660121546,0.0002695465287211,0.0001654894864828,0.0003139502505152,0.0007508224299118,8.382279011597239e-05,0.0047718468165457,0.0007303084450165,0.0010720833412821
3367,7,56,0.4078,0.1089,0.3888,0.2126,0.4077962578628396,0.1090986791773022,0.3888296182153865,0.2125519412525721,13.057264952551748,13.125724379896926,-6.105660038553169e-05,-0.0055795080745389,7.514917404804597e-18,2.4905963025068175e-13,4.5604499683111705e-15,1.9049472789722803e-15,2.800763824158841e-13,1.350360060157437e-38,1.9033495386629952e-16,2.410768623538287e-12,1.8383532659245928e-06,1.12760586174528e-14,2.1727659718416063e-14,5.1512479198515365e-14,5.697744967517821e-15,3.243600713734589e-13,1.1031918082383249e-07,0.0036562017791393,6.69475228523884e-05,2.7964675060084223e-05,0.0041115284988304,1.982332042112513e-28,2.7941220191241987e-06,0.0353901454105679,0.0002698707323541,0.0001655328305808,0.0003189626036104,0.0007562045197927,8.364304269765791e-05,0.0047616141919256,0.000730288618523,0.0010720655706594
3368,8,56,0.4078,0.1089,0.3888,0.2126,0.4077966568894975,0.1090640906504846,0.3888244585997074,0.2125604656469138,13.057264952551748,13.116379647638066,0.0002901495148045,-0.0050699117207208,8.715443182086063e-18,2.505969936111232e-13,3.9673069793898405e-15,1.922568471090602e-15,2.786347878015175e-13,1.1462446471115553e-38,1.860416378985931e-16,2.4099234189315985e-12,1.8402206823097875e-06,1.1278520959087154e-14,2.2017350825397037e-14,5.182343211070163e-14,5.687284319980216e-15,3.237645697493512e-13,1.279448777941317e-07,0.0036788263147712,5.824105510700422e-05,2.822378425805549e-05,0.0040904281204809,1.68271570627993e-28,2.731137605770986e-06,0.0353782763408042,0.0002701489819775,0.0001655714982773,0.0003232201968221,0.0007607808977407,8.349075108377712e-05,0.0047529445657788,0.000730269263583,0.0010720534771885
3369,9,56,0.4078,0.1089,0.3888,0.2126,0.4077970318978614,0.1090356021494776,0.3888202095407296,0.2125674577183553,13.057264952551748,13.10827217036865,0.0005151575742628,-0.0045669023252396,1.0002679660311792e-17,2.5190299924121626e-13,3.4604060888530776e-15,1.937075611171389e-15,2.774108690963004e-13,9.729885332026691e-39,1.8251166282202407e-16,2.409214842740185e-12,1.8418215530557016e-06,1.1280707739923861e-14,2.2263400597152305e-14,5.2087784597682494e-14,5.678413513912466e-15,3.232595742984004e-13,1.4684396299903466e-07,0.003698052517536,5.080036159603819e-05,2.8437165742876288e-05,0.0040725198427315,1.428392161102599e-28,2.6793556099440457e-06,0.035368387995846,0.0002703879212096,0.0001656060062122,0.000326837016134,0.0007646727650903,8.336173627939505e-05,0.0047456000371282,0.0007302524657127,0.0010720443890705
