,Unnamed: 0,iteration,USS1,USS2,USS3,USS4,U1,U2,U3,U4,ESS,E,KF_X1,KF_X2,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30
35340,0,589,0.4078,0.1089,0.3888,0.2126,0.4078007985453967,0.1088319544088504,0.3887898497280089,0.2126167614749713,13.057264952551748,12.98969584621921,0.002041882491916,0.0022184196198267,1.9651356699887e-18,2.6121389482090257e-13,1.7230216631913378e-15,1.0120103008694697e-15,2.65509891660455e-13,7.573229531828961e-38,5.070924363347121e-16,2.442870528066362e-12,1.89243723905736e-06,1.1573147693773008e-14,2.4389604099734567e-14,5.5018136264220134e-14,5.805646615408624e-15,3.3050267452800343e-13,2.8385899573850423e-08,0.0037731703551062,2.4888623421877614e-05,1.4618239465863466e-05,0.0038352249710437,1.0939343476159572e-27,7.324825309881281e-06,0.0352866629249662,0.0002733578967614,0.0001671712671462,0.0003523018223245,0.0007947234234522,8.386113501543372e-05,0.004774029707215,0.0007370939914467,0.0010647141107714
35341,1,589,0.4078,0.1089,0.3888,0.2126,0.4078017359233637,0.1087559424915044,0.3887785117241887,0.2126354569407309,13.057264952551748,12.968003546378018,0.0027471778159887,0.0034620334417968,1.645869670521033e-18,2.5712055035293423e-13,1.7090019190477997e-15,9.870706189109162e-16,2.612916654942858e-13,6.31911004122872e-38,5.0250846957404315e-16,2.4018925964518385e-12,1.8629854810375316e-06,1.1392986608565074e-14,2.4015749380578402e-14,5.4165345694044605e-14,5.694028778453293e-15,3.241485169151503e-13,2.4190239599508387e-08,0.0037790402426128,2.511812851177821e-05,1.4507512472437164e-05,0.0038403453850998,9.287538903647787e-28,7.38563963933431e-06,0.0353019187613201,0.000273813084741,0.0001674489060412,0.0003529724996354,0.0007960974758799,8.368823054724333e-05,0.0047641866366735,0.0007296442613234,0.0010723977614966
35342,2,589,0.4078,0.1089,0.3888,0.2126,0.4078026204940878,0.1086923486824284,0.3887690273319928,0.2126510354292893,13.057264952551748,12.982411742874987,0.0022644683777996,0.0038705114138946,1.4056274140763445e-18,2.574844701896695e-13,1.7223787576613185e-15,1.0935235336048469e-15,2.6279952469967616e-13,5.369631096691875e-38,4.6134087418143075e-16,2.404487623445832e-12,1.8627443217736485e-06,1.1387410227696488e-14,2.399547409811716e-14,5.4137196238558357e-14,5.688978831745217e-15,3.238610345718683e-13,2.0638065659684625e-08,0.0037805049538083,2.5288754000877972e-05,1.6055613501093543e-05,0.0038585430191334,7.883938377415066e-28,6.773618070839154e-06,0.0353037888658367,0.0002734966551946,0.0001671951739269,0.0003523125438597,0.0007948671172844,8.352819352437486e-05,0.0047550760814528,0.0007300692016267,0.0010719210488072
35343,3,589,0.4078,0.1089,0.3888,0.2126,0.4078027670414917,0.1086993664964113,0.3887700771720236,0.2126491637296503,13.057264952551748,12.993421457000668,0.0015671146085189,0.0039055953899775,4.6551940746510926e-18,2.5774744256398297e-13,1.5524618975302126e-15,1.2261283815088408e-15,2.6398254057346343e-13,4.5586091084915115e-38,4.177254049330861e-16,2.4048206501441615e-12,1.861146782654748e-06,1.137438430866574e-14,2.3945129714100628e-14,5.4057751133231785e-14,5.6803209393611905e-15,3.2336815943589725e-13,6.834463781019714e-08,0.0037840861884626,2.2792271248219264e-05,1.800124737453296e-05,0.0038756259840145,6.692663799429815e-28,6.132782226104389e-06,0.0353060675289851,0.0002732418901181,0.0001669915719054,0.0003515473665303,0.0007936419756319,8.339490700912507e-05,0.0047474883691681,0.0007301027960529,0.0010718911038301
35344,4,589,0.4078,0.1089,0.3888,0.2126,0.4078026474167489,0.1087255908009836,0.3887739914844461,0.2126425864272109,13.057264952551748,13.002244837295018,0.0009534946504285,0.0037662859257671,9.973734892088804e-18,2.579659220204484e-13,1.3841964248209737e-15,1.3398179493521578e-15,2.6495889873210063e-13,3.8696119817490067e-38,3.8056760830554894e-16,2.404863288982233e-12,1.8596392669035005e-06,1.1362409441498284e-14,2.3900146789396343e-14,5.3985608323979785e-14,5.672355368145657e-15,3.229146974033281e-13,1.4643639030699617e-07,0.0037875077743297,2.0323051506754355e-05,1.967147776579441e-05,0.0038901800709403,5.6814424749298225e-28,5.587570497009708e-06,0.0353086885735959,0.0002730359935017,0.0001668251905435,0.0003509067828164,0.0007926276061098,8.328266728932534e-05,0.0047410988136778,0.000730087697931,0.0010719295053387
35345,5,589,0.4078,0.1089,0.3888,0.2126,0.4078024405628404,0.1087535984449164,0.3887781709457951,0.2126356112653093,13.057264952551748,13.009743748157304,0.0004810854938379,0.0035391507578347,1.5358886966210118e-17,2.5816610028196804e-13,1.2372223182019213e-15,1.4365834981811945e-15,2.657978236772673e-13,3.2848858407658434e-38,3.490549333537151e-16,2.4049882050532488e-12,1.858425348660846e-06,1.135264241142562e-14,2.3862926353501877e-14,5.392639718690501e-14,5.665790748730712e-15,3.225409880790059e-13,2.2550550387092442e-07,0.0037905010079543,1.816540761581776e-05,2.1092510565558487e-05,0.0039025531139075,4.8230046767715265e-28,5.124968286942508e-06,0.0353110273014782,0.0002728616634644,0.0001666841713782,0.0003503653124747,0.0007917695726474,8.318747318283131e-05,0.0047356796228659,0.0007300917055109,0.0010719507102659
35346,6,589,0.4078,0.1089,0.3888,0.2126,0.4078022097440764,0.1087786352630616,0.3887819064814521,0.2126294046551763,13.057264952551748,13.016210878673338,0.0001403795482133,0.0032692468034768,1.9928678322635682e-17,2.583417962382068e-13,1.112448294038878e-15,1.5192838843005665e-15,2.665145391241099e-13,2.788557250650594e-38,3.222094324961558e-16,2.4051280982300124e-12,1.8574165438696675e-06,1.1344483283495556e-14,2.3831659500618583e-14,5.3876814956512136e-14,5.6603011908553554e-15,3.222284796402447e-13,2.925998906004032e-07,0.003793065455372,1.6333358583276656e-05,2.230666234560948e-05,0.0039130605516652,4.094258200487695e-28,4.730792638250801e-06,0.0353129398261562,0.0002727124542515,0.0001665637085374,0.000349904838134,0.0007910384174482,8.310654035337786e-05,0.0047310722951445,0.000730102595817,0.0010719624061595
35347,7,589,0.4078,0.1089,0.3888,0.2126,0.4078019799416286,0.1087997668139265,0.3887850588857951,0.2126241880183477,13.057264952551748,13.0218124262419,-9.402229394730404e-05,0.002982633425633,2.3469872908062537e-17,2.5849189324897243e-13,1.0080791464440621e-15,1.5900324134788469e-15,2.6712425698938654e-13,2.3672228377658147e-38,2.9930159777560834e-16,2.4052510646003698e-12,1.8565595667007372e-06,1.1337554357539215e-14,2.380512258872868e-14,5.3834722036363804e-14,5.655658057479302e-15,3.2196415628392733e-13,3.445900785761797e-07,0.0037952375010675,1.4800850164162372e-05,2.3345222040428125e-05,0.0039219798533274,3.475611081783176e-28,4.394414980408472e-06,0.0353144500011909,0.0002725843507874,0.0001664605838399,0.0003495122915875,0.0007904137857629,8.30376739601901e-05,0.0047271518830627,0.0007301139563439,0.00107197012345
35348,8,589,0.4078,0.1089,0.3888,0.2126,0.4078017615923577,0.1088172300230053,0.3887876636740237,0.2126198947353648,13.057264952551748,13.026668902229275,-0.0002476186781817,0.0026952765704817,2.6106679725036258e-17,2.586188568535337e-13,9.212777847689762e-16,1.6505483458742218e-15,2.6764211840662853e-13,2.009543236727729e-38,2.7974783082179314e-16,2.4053512986690724e-12,1.855825532731515e-06,1.1331633649212076e-14,2.3782514353836326e-14,5.3798803831813444e-14,5.6517139043058006e-15,3.217396243309952e-13,3.833010293868324e-07,0.0037970693743847,1.3526297751089405e-05,2.4233525162512564e-05,0.0039295498536396,2.950432607086407e-28,4.107287202052572e-06,0.0353156218457239,0.000272474265035,0.0001663722422048,0.0003491773879039,0.0007898797206578,8.297906053686336e-05,0.0047238151499723,0.000730124032471,0.0010719758168169
35349,9,589,0.4078,0.1089,0.3888,0.2126,0.4078015590875855,0.108831558231976,0.3887898005436892,0.2126163867752842,13.057264952551748,13.030878048424071,-0.0003417567767914,0.0024171198274597,2.802471071469609e-17,2.587258569088165e-13,8.492460505739589e-16,1.7022867663174396e-15,2.680816901638017e-13,1.7059013957888422e-38,2.630598481367142e-16,2.4054304933182637e-12,1.855194985709301e-06,1.1326563287895255e-14,2.376322795969188e-14,5.3768099601408914e-14,5.648358172934928e-15,3.215485899352528e-13,4.114586958244273e-07,0.0037986120443318,1.2468627275426834e-05,2.4992967810399456e-05,0.0039359743524975,2.504603778651203e-28,3.862243687009565e-06,0.0353165213283727,0.000272379657043,0.0001662965589923,0.0003488916222691,0.0007894230332715,8.292917315169015e-05,0.0047209751710144,0.0007301325114955,0.0010719802748986
35350,10,589,0.4078,0.1089,0.3888,0.2126,0.4078013740602946,0.108843297151481,0.3887915510031358,0.2126135246930917,13.057264952551748,13.034523210013733,-0.0003931410643281,0.0021542186489769,2.939220335754981e-17,2.5881591741183186e-13,7.895161641331766e-16,1.746497521321819e-15,2.68454722426915e-13,1.4481347672761336e-38,2.488219080734139e-16,2.405492098065684e-12,1.854652928246022e-06,1.1322218479770168e-14,2.3746769802385355e-14,5.3741839928557446e-14,5.645501574889553e-15,3.2138597010035923e-13,4.3153352878215323e-07,0.003799910635724,1.1591601085307028e-05,2.564191017655356e-05,0.003941426652431,2.126137665396468e-28,3.653179542990878e-06,0.0353172057537915,0.000272298375544,0.0001662317327755,0.0003486478113036,0.0007890325725328,8.288671613764921e-05,0.0047185581867192,0.0007301395105596,0.0010719838715805
